Time, Node_71, Node_70, Node_69, Node_68, Node_67, Node_66, Node_65, Node_64, Node_63, Node_62, Node_61, Node_60, Node_59, Node_58, Node_57, Node_56, Node_55, Node_54, Node_53, Node_52, Node_51, Node_50, Node_49, Node_48, Node_47, Node_46, Node_45, Node_44, Node_43, Node_42, Node_41, Node_40, Node_39, Node_38, Node_37, Node_36, Node_35, Node_34, Node_33, Node_32, Node_31, Node_30, Node_29, Node_28, Node_27, Node_26, Node_25, Node_24, Node_23, Node_22, Node_21, Node_20, Node_19, Node_18, Node_17, Node_16, Node_15, Node_14, Node_13, Node_12, Node_11, Node_10, Node_9, Node_8, Node_7, Node_6, Node_5, Node_4, Node_3, Node_2, 
    11.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    11.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    12.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    12.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    12.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    12.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    13.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    13.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    13.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    13.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    14.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    14.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    14.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    14.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    15.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    15.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    15.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    15.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    16.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    16.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    16.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    16.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    17.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    17.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    17.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    17.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    18.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    18.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    18.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    18.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    19.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    19.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    19.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    19.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    20.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    20.000000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    20.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
    20.500000, 26875, 145000, 110125, 70125, 59375, 67375, 100000, 18875, 112375, 24250, 67375, 78625, 107875, 134875, 157375, 72875, 116875, 21500, 84250, 73000, 129250, 149500, 19000, 49375, 122500, 140500, 8000, 26875, 104500, 37750, 24250, 71875, 13375, 56625, 93250, 124125, 29625, 143875, 141625, 92125, 16125, 8000, 113500, 134875, 83125, 110625, 44875, 89875, 8000, 32375, 48500, 70750, 64750, 28000, 105625, 80875, 18875, 103375, 46000, 26875, 37750, 118000, 24250, 29625, 151750, 109000, 16125, 154000, 100000, 173125, 
